Id;Topic;Min Type;Min Value;Max Type;Max Value;Type;Unit;Current Type;Current Value;Column1
INHIBIT;device/status/MEQ1004981/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1004981/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/MEQ1004981/1/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/MEQ1004981/1/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
WORKING;device/status/MEQ1004981/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/MEQ1004981/2/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1004981/2/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/MEQ1004981/2/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/MEQ1004981/2/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
WORKING;device/status/MEQ1004981/2/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/MEQ1004981/3/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1004981/3/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/MEQ1004981/3/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/MEQ1004981/3/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
WORKING;device/status/MEQ1004981/3/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/MEQ1004981/4/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1004981/4/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/MEQ1004981/4/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/MEQ1004981/4/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
WORKING;device/status/MEQ1004981/4/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1103646/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1103646/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1103646/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1103646/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1103646/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1103646/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;214;
STICKY_UNREACH;device/status/MEQ1103646/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/MEQ1103646/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1103646/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1103646/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1103646/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1103646/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1103646/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1103646/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1103646/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105295/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105295/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105295/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105295/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105295/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105295/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;190;
STICKY_UNREACH;device/status/MEQ1105295/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
UNREACH;device/status/MEQ1105295/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105295/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105295/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105295/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105295/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105295/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105295/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105295/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105593/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105593/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105593/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105593/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105593/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105593/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;180;
STICKY_UNREACH;device/status/MEQ1105593/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
UNREACH;device/status/MEQ1105593/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105593/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105593/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105593/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105593/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105593/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;0.07;
STOP;device/status/MEQ1105593/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105593/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105637/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105637/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105637/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105637/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105637/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105637/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;215;
STICKY_UNREACH;device/status/MEQ1105637/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/MEQ1105637/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105637/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105637/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105637/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105637/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105637/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105637/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105637/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105640/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105640/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105640/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105640/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105640/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105640/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;198;
STICKY_UNREACH;device/status/MEQ1105640/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/MEQ1105640/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105640/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105640/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105640/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105640/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105640/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105640/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105640/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105725/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105725/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105725/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105725/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105725/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105725/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;179;
STICKY_UNREACH;device/status/MEQ1105725/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
UNREACH;device/status/MEQ1105725/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105725/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105725/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105725/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105725/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105725/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105725/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105725/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105742/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105742/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105742/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105742/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105742/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105742/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;220;
STICKY_UNREACH;device/status/MEQ1105742/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/MEQ1105742/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105742/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105742/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105742/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105742/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105742/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105742/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105742/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105752/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105752/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105752/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105752/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105752/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105752/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;193;
STICKY_UNREACH;device/status/MEQ1105752/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
UNREACH;device/status/MEQ1105752/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105752/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105752/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105752/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105752/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105752/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105752/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105752/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1105759/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1105759/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1105759/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1105759/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1105759/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1105759/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;214;
STICKY_UNREACH;device/status/MEQ1105759/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/MEQ1105759/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1105759/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1105759/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1105759/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1105759/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1105759/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1105759/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1105759/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/MEQ1106296/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/MEQ1106296/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/MEQ1106296/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/MEQ1106296/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/MEQ1106296/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/MEQ1106296/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;187;
STICKY_UNREACH;device/status/MEQ1106296/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
UNREACH;device/status/MEQ1106296/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/MEQ1106296/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/MEQ1106296/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
INHIBIT;device/status/MEQ1106296/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/MEQ1106296/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/MEQ1106296/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;1;
STOP;device/status/MEQ1106296/1/STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
WORKING;device/status/MEQ1106296/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/OEQ1721096/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/OEQ1721096/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/OEQ1721096/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/OEQ1721096/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/OEQ1721096/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;128;
RSSI_PEER;device/status/OEQ1721096/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;216;
STICKY_UNREACH;device/status/OEQ1721096/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/OEQ1721096/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/OEQ1721096/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/OEQ1721096/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
ERROR_OVERHEAT;device/status/OEQ1721096/1/ERROR_OVERHEAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_OVERLOAD;device/status/OEQ1721096/1/ERROR_OVERLOAD;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_REDUCED;device/status/OEQ1721096/1/ERROR_REDUCED;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/OEQ1721096/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/OEQ1721096/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/OEQ1721096/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
LEVEL_REAL;device/status/OEQ1721096/1/LEVEL_REAL;Number;0;Number;1;FLOAT;1;Number;0;
OLD_LEVEL;device/status/OEQ1721096/1/OLD_LEVEL;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/OEQ1721096/1/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
RAMP_STOP;device/status/OEQ1721096/1/RAMP_STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
RAMP_TIME;device/status/OEQ1721096/1/RAMP_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
WORKING;device/status/OEQ1721096/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/OEQ1721096/2/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
ERROR_OVERHEAT;device/status/OEQ1721096/2/ERROR_OVERHEAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_OVERLOAD;device/status/OEQ1721096/2/ERROR_OVERLOAD;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_REDUCED;device/status/OEQ1721096/2/ERROR_REDUCED;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/OEQ1721096/2/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/OEQ1721096/2/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/OEQ1721096/2/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
LEVEL_REAL;device/status/OEQ1721096/2/LEVEL_REAL;Number;0;Number;1;FLOAT;1;Number;0;
OLD_LEVEL;device/status/OEQ1721096/2/OLD_LEVEL;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/OEQ1721096/2/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
RAMP_STOP;device/status/OEQ1721096/2/RAMP_STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
RAMP_TIME;device/status/OEQ1721096/2/RAMP_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
WORKING;device/status/OEQ1721096/2/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/OEQ1721096/3/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
ERROR_OVERHEAT;device/status/OEQ1721096/3/ERROR_OVERHEAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_OVERLOAD;device/status/OEQ1721096/3/ERROR_OVERLOAD;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_REDUCED;device/status/OEQ1721096/3/ERROR_REDUCED;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/OEQ1721096/3/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/OEQ1721096/3/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/OEQ1721096/3/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
LEVEL_REAL;device/status/OEQ1721096/3/LEVEL_REAL;Number;0;Number;1;FLOAT;1;Number;0;
OLD_LEVEL;device/status/OEQ1721096/3/OLD_LEVEL;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/OEQ1721096/3/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
