Id;Topic;Min Type;Min Value;Max Type;Max Value;Type;Unit;Current Type;Current Value;Column1
INSTALL_MODE;device/status/BidCoS-RF/0/INSTALL_MODE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/1/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/1/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/10/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/10/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/10/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/11/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/11/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/11/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/12/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/12/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/12/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/13/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/13/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/13/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/14/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/14/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/14/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/15/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/15/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/15/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/16/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/16/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/16/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/17/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/17/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/17/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/18/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/18/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/18/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/19/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/19/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/19/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/2/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/2/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/2/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/20/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/20/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/20/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/21/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/21/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/21/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/22/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/22/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/22/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/23/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/23/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/23/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/24/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/24/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/24/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/25/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/25/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/25/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/26/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/26/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/26/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/27/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/27/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/27/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/28/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/28/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/28/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/29/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/29/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/29/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/3/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/3/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/3/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/30/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/30/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/30/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/31/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/31/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/31/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/32/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/32/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/32/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/33/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/33/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/33/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/34/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/34/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/34/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/35/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/35/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/35/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/36/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/36/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/36/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/37/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/37/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/37/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/38/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/38/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/38/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/39/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/39/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/39/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/4/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/4/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/4/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/40/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/40/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/40/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/41/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/41/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/41/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/42/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/42/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/42/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/43/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/43/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/43/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/44/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/44/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/44/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/45/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/45/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/45/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/46/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/46/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/46/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/47/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/47/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/47/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/48/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/48/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/48/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/49/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/49/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/49/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/5/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/5/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/5/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/50/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/50/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/50/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/6/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/6/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/6/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/7/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/7/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/7/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/8/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/8/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/8/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/BidCoS-RF/9/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
PRESS_LONG;device/status/BidCoS-RF/9/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/BidCoS-RF/9/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/1/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/1/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/10/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/10/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/11/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/11/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/12/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/12/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/13/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/13/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/14/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/14/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/15/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/15/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/16/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/16/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/17/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/17/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/18/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/18/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/19/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/19/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/2/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/2/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/20/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/20/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/21/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/21/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/22/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/22/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/23/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/23/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/24/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/24/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/25/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/25/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/26/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/26/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/27/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/27/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/28/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/28/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/29/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/29/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/3/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/3/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/30/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/30/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/31/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/31/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/32/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/32/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/33/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/33/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/34/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_SHORT;device/status/HmIP-RCV-1/34/PRESS_SHORT;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
PRESS_LONG;device/status/HmIP-RCV-1/35/PRESS_LONG;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
